date,state,district,pincode,age_0_5,age_5_17,age_18_greater
03-11-2025,Maharashtra,Nashik,422202,0,1,0
03-11-2025,Maharashtra,Nashik,422213,1,0,0
03-11-2025,Maharashtra,Nashik,422403,4,0,0
03-11-2025,Maharashtra,Nashik,423203,8,8,0
03-11-2025,Maharashtra,Nashik,423301,0,1,0
03-11-2025,Maharashtra,Nashik,423302,1,0,0
03-11-2025,Maharashtra,Nashik,424109,0,1,0
04-11-2025,Maharashtra,Nashik,422210,1,0,0
08-11-2025,Maharashtra,Nashik,422007,3,1,0
08-11-2025,Maharashtra,Nashik,422011,1,0,0
08-11-2025,Maharashtra,Nashik,422013,0,1,0
08-11-2025,Maharashtra,Nashik,422206,1,0,0
08-11-2025,Maharashtra,Nashik,422208,1,0,0
08-11-2025,Maharashtra,Nashik,422222,1,0,0
08-11-2025,Maharashtra,Nashik,422402,5,0,0
08-11-2025,Maharashtra,Nashik,423101,3,0,0
08-11-2025,Maharashtra,Nashik,423102,2,0,0
08-11-2025,Maharashtra,Nashik,423203,35,15,0
08-11-2025,Maharashtra,Nashik,423213,3,0,0
08-11-2025,Maharashtra,Nashik,423301,2,0,0
07-11-2025,Maharashtra,Nashik,422001,5,3,0
07-11-2025,Maharashtra,Nashik,422007,3,0,0
07-11-2025,Maharashtra,Nashik,422104,2,0,0
07-11-2025,Maharashtra,Nashik,422204,2,1,0
07-11-2025,Maharashtra,Nashik,422403,6,0,0
07-11-2025,Maharashtra,Nashik,423101,4,0,0
07-11-2025,Maharashtra,Nashik,423102,2,1,0
07-11-2025,Maharashtra,Nashik,423105,4,1,0
07-11-2025,Maharashtra,Nashik,423106,7,1,0
09-11-2025,Maharashtra,Nashik,422004,1,2,0
09-11-2025,Maharashtra,Nashik,422005,2,0,0
09-11-2025,Maharashtra,Nashik,422011,1,0,0
09-11-2025,Maharashtra,Nashik,422104,1,0,0
09-11-2025,Maharashtra,Nashik,422204,3,2,0
09-11-2025,Maharashtra,Nashik,422302,1,0,0
09-11-2025,Maharashtra,Nashik,422303,0,1,0
09-11-2025,Maharashtra,Nashik,422502,3,0,0
09-11-2025,Maharashtra,Nashik,423104,3,0,0
09-11-2025,Maharashtra,Nashik,423105,6,1,0
09-11-2025,Maharashtra,Nashik,423106,7,1,0
09-11-2025,Maharashtra,Nashik,423111,1,0,0
09-11-2025,Maharashtra,Nashik,423117,1,0,0
09-11-2025,Maharashtra,Nashik,423201,2,0,0
09-11-2025,Maharashtra,Nashik,423202,1,0,0
09-11-2025,Maharashtra,Nashik,423203,24,17,0
09-11-2025,Maharashtra,Nashik,423205,1,1,0
09-11-2025,Maharashtra,Nashik,423302,1,0,0
10-11-2025,Maharashtra,Nashik,422001,6,0,0
10-11-2025,Maharashtra,Nashik,422003,11,4,0
10-11-2025,Maharashtra,Nashik,422005,1,0,0
10-11-2025,Maharashtra,Nashik,422006,8,1,0
10-11-2025,Maharashtra,Nashik,422007,6,1,0
10-11-2025,Maharashtra,Nashik,422009,11,1,0
10-11-2025,Maharashtra,Nashik,422011,1,1,0
10-11-2025,Maharashtra,Nashik,422013,1,2,0
10-11-2025,Maharashtra,Nashik,422205,2,0,0
10-11-2025,Maharashtra,Nashik,422306,3,1,0
10-11-2025,Maharashtra,Nashik,423102,2,1,0
10-11-2025,Maharashtra,Nashik,423117,1,0,0
10-11-2025,Maharashtra,Nashik,423203,52,22,0
10-11-2025,Maharashtra,Nashik,423205,2,0,0
10-11-2025,Maharashtra,Nashik,423301,6,1,0
10-11-2025,Maharashtra,Nashik,423303,1,0,0
14-11-2025,Maharashtra,Nashik,422004,2,1,0
14-11-2025,Maharashtra,Nashik,422006,4,0,0
14-11-2025,Maharashtra,Nashik,422010,4,0,0
14-11-2025,Maharashtra,Nashik,422101,5,1,0
14-11-2025,Maharashtra,Nashik,422102,1,2,0
14-11-2025,Maharashtra,Nashik,422103,6,2,1
14-11-2025,Maharashtra,Nashik,422222,1,0,0
14-11-2025,Maharashtra,Nashik,422306,2,0,0
14-11-2025,Maharashtra,Nashik,423202,1,0,0
14-11-2025,Maharashtra,Nashik,423205,1,0,0
15-11-2025,Maharashtra,Nashik,422002,1,0,0
15-11-2025,Maharashtra,Nashik,422005,2,0,0
15-11-2025,Maharashtra,Nashik,422010,11,4,0
15-11-2025,Maharashtra,Nashik,422013,2,1,0
15-11-2025,Maharashtra,Nashik,422204,8,2,0
15-11-2025,Maharashtra,Nashik,422207,2,0,0
15-11-2025,Maharashtra,Nashik,422209,5,1,0
15-11-2025,Maharashtra,Nashik,422306,7,0,0
15-11-2025,Maharashtra,Nashik,423101,18,5,0
15-11-2025,Maharashtra,Nashik,423108,2,0,0
15-11-2025,Maharashtra,Nashik,423205,1,1,0
15-11-2025,Maharashtra,Nashik,423208,6,1,0
15-11-2025,Maharashtra,Nashik,423212,3,2,0
15-11-2025,Maharashtra,Nashik,423302,4,1,0
15-11-2025,Maharashtra,Nashik,423303,2,0,0
15-11-2025,Maharashtra,Nashik,423403,1,1,0
15-11-2025,Maharashtra,Nashik,423502,1,0,0
18-11-2025,Maharashtra,Nashik,422001,8,0,0
18-11-2025,Maharashtra,Nashik,422006,1,2,0
18-11-2025,Maharashtra,Nashik,422007,1,2,0
18-11-2025,Maharashtra,Nashik,422008,6,0,0
18-11-2025,Maharashtra,Nashik,422011,7,0,0
18-11-2025,Maharashtra,Nashik,422207,2,0,0
18-11-2025,Maharashtra,Nashik,422211,1,0,0
18-11-2025,Maharashtra,Nashik,422403,6,0,0
18-11-2025,Maharashtra,Nashik,422606,0,0,1
18-11-2025,Maharashtra,Nashik,423101,3,0,0
18-11-2025,Maharashtra,Nashik,423104,6,0,0
18-11-2025,Maharashtra,Nashik,423110,1,0,0
18-11-2025,Maharashtra,Nashik,423117,1,0,0
19-11-2025,Maharashtra,Nashik,422006,5,1,0
19-11-2025,Maharashtra,Nashik,422009,8,1,0
19-11-2025,Maharashtra,Nashik,422012,6,1,0
19-11-2025,Maharashtra,Nashik,422013,3,1,0
19-11-2025,Maharashtra,Nashik,422101,6,1,0
19-11-2025,Maharashtra,Nashik,422102,1,0,5
19-11-2025,Maharashtra,Nashik,422104,2,0,8
19-11-2025,Maharashtra,Nashik,422112,0,0,1
19-11-2025,Maharashtra,Nashik,422207,0,1,0
19-11-2025,Maharashtra,Nashik,422208,13,3,0
19-11-2025,Maharashtra,Nashik,422222,2,0,0
19-11-2025,Maharashtra,Nashik,422303,3,2,0
19-11-2025,Maharashtra,Nashik,422304,2,0,0
19-11-2025,Maharashtra,Nashik,423105,13,1,1
19-11-2025,Maharashtra,Nashik,423106,2,0,0
19-11-2025,Maharashtra,Nashik,423108,2,0,0
19-11-2025,Maharashtra,Nashik,423208,0,3,0
21-12-2025,Maharashtra,Nashik,422010,4,0,0
21-12-2025,Maharashtra,Nashik,422101,7,0,0
21-12-2025,Maharashtra,Nashik,422209,6,0,0
21-12-2025,Maharashtra,Nashik,422222,1,0,0
21-12-2025,Maharashtra,Nashik,422304,1,0,0
21-12-2025,Maharashtra,Nashik,422502,5,0,0
21-12-2025,Maharashtra,Nashik,423204,1,0,0
21-12-2025,Maharashtra,Nashik,423401,6,0,0
22-12-2025,Maharashtra,Nashik,422008,3,0,0
22-12-2025,Maharashtra,Nashik,422102,5,0,0
22-12-2025,Maharashtra,Nashik,422204,17,0,0
22-12-2025,Maharashtra,Nashik,422205,5,0,0
22-12-2025,Maharashtra,Nashik,422211,10,0,0
22-12-2025,Maharashtra,Nashik,422403,19,0,0
22-12-2025,Maharashtra,Nashik,422502,8,0,0
22-12-2025,Maharashtra,Nashik,423102,9,0,0
22-12-2025,Maharashtra,Nashik,423111,2,0,0
22-12-2025,Maharashtra,Nashik,423201,4,0,0
22-12-2025,Maharashtra,Nashik,423502,10,0,0
24-12-2025,Maharashtra,Nashik,422001,2,1,0
24-12-2025,Maharashtra,Nashik,422002,1,0,0
24-12-2025,Maharashtra,Nashik,422004,5,1,0
24-12-2025,Maharashtra,Nashik,422103,10,1,0
24-12-2025,Maharashtra,Nashik,422214,1,0,0
24-12-2025,Maharashtra,Nashik,422303,1,1,0
24-12-2025,Maharashtra,Nashik,422403,11,0,0
24-12-2025,Maharashtra,Nashik,423105,3,0,0
24-12-2025,Maharashtra,Nashik,423110,1,0,0
24-12-2025,Maharashtra,Nashik,423203,36,4,0
24-12-2025,Maharashtra,Nashik,423301,5,2,0
24-12-2025,Maharashtra,Nashik,423403,1,0,0
25-12-2025,Maharashtra,Nashik,422001,3,3,0
25-12-2025,Maharashtra,Nashik,422006,0,1,0
25-12-2025,Maharashtra,Nashik,422007,4,1,0
25-12-2025,Maharashtra,Nashik,422009,2,2,0
25-12-2025,Maharashtra,Nashik,422112,2,0,0
25-12-2025,Maharashtra,Nashik,422213,1,1,0
25-12-2025,Maharashtra,Nashik,422502,1,0,0
25-12-2025,Maharashtra,Nashik,423104,0,4,0
25-12-2025,Maharashtra,Nashik,423106,3,1,0
23-12-2025,Maharashtra,Nashik,422207,5,0,0
23-12-2025,Maharashtra,Nashik,422210,2,0,0
23-12-2025,Maharashtra,Nashik,422212,9,0,0
23-12-2025,Maharashtra,Nashik,422302,2,0,0
23-12-2025,Maharashtra,Nashik,422304,1,0,0
23-12-2025,Maharashtra,Nashik,423101,14,0,0
23-12-2025,Maharashtra,Nashik,423105,11,0,0
23-12-2025,Maharashtra,Nashik,423201,1,0,0
23-12-2025,Maharashtra,Nashik,423202,1,0,0
23-12-2025,Maharashtra,Nashik,423203,54,0,0
26-12-2025,Maharashtra,Nashik,422005,1,0,0
26-12-2025,Maharashtra,Nashik,422008,4,0,0
26-12-2025,Maharashtra,Nashik,422009,4,2,0
26-12-2025,Maharashtra,Nashik,422010,4,1,0
26-12-2025,Maharashtra,Nashik,422202,7,0,0
26-12-2025,Maharashtra,Nashik,422222,2,0,0
26-12-2025,Maharashtra,Nashik,422502,2,0,0
26-12-2025,Maharashtra,Nashik,423102,4,0,0
26-12-2025,Maharashtra,Nashik,423212,0,1,0
26-12-2025,Maharashtra,Nashik,423502,2,0,0
27-12-2025,Maharashtra,Nashik,422004,1,0,0
27-12-2025,Maharashtra,Nashik,422007,2,0,0
27-12-2025,Maharashtra,Nashik,422010,1,1,0
27-12-2025,Maharashtra,Nashik,422013,1,0,0
27-12-2025,Maharashtra,Nashik,422103,2,1,0
27-12-2025,Maharashtra,Nashik,422202,3,0,0
27-12-2025,Maharashtra,Nashik,422306,1,0,0
27-12-2025,Maharashtra,Nashik,422402,2,0,0
27-12-2025,Maharashtra,Nashik,423101,1,1,0
27-12-2025,Maharashtra,Nashik,423401,3,0,0
27-12-2025,Maharashtra,Nashik,423501,1,0,0
29-12-2025,Maharashtra,Nashik,422001,0,1,0
29-12-2025,Maharashtra,Nashik,422008,1,0,0
29-12-2025,Maharashtra,Nashik,422009,1,1,0
29-12-2025,Maharashtra,Nashik,422013,0,1,0
29-12-2025,Maharashtra,Nashik,422213,6,1,0
29-12-2025,Maharashtra,Nashik,422303,2,0,0
29-12-2025,Maharashtra,Nashik,422304,1,0,0
29-12-2025,Maharashtra,Nashik,422403,5,0,0
29-12-2025,Maharashtra,Nashik,422502,4,0,0
29-12-2025,Maharashtra,Nashik,423104,4,0,0
29-12-2025,Maharashtra,Nashik,423203,37,4,1
29-12-2025,Maharashtra,Nashik,423212,3,1,0
28-12-2025,Maharashtra,Nashik,422006,1,0,0
28-12-2025,Maharashtra,Nashik,422007,10,1,0
28-12-2025,Maharashtra,Nashik,422204,1,0,0
28-12-2025,Maharashtra,Nashik,422302,1,0,0
28-12-2025,Maharashtra,Nashik,422303,1,0,0
28-12-2025,Maharashtra,Nashik,423202,1,0,0
01-01-2026,Maharashtra,Nashik,422008,2,1,0
01-01-2026,Maharashtra,Nashik,422011,0,1,0
01-01-2026,Maharashtra,Nashik,422012,11,5,0
01-01-2026,Maharashtra,Nashik,422013,3,3,0
01-01-2026,Maharashtra,Nashik,422112,2,0,0
01-01-2026,Maharashtra,Nashik,422204,19,1,0
01-01-2026,Maharashtra,Nashik,422206,4,0,0
01-01-2026,Maharashtra,Nashik,422207,7,0,0
01-01-2026,Maharashtra,Nashik,422212,17,8,0
01-01-2026,Maharashtra,Nashik,422222,1,0,0
01-01-2026,Maharashtra,Nashik,423110,1,0,0
01-01-2026,Maharashtra,Nashik,423203,84,53,0
01-01-2026,Maharashtra,Nashik,423206,3,2,0
01-01-2026,Maharashtra,Nashik,423302,2,3,0
31-12-2025,Maharashtra,Nashik,422102,2,0,0
31-12-2025,Maharashtra,Nashik,422202,2,2,0
31-12-2025,Maharashtra,Nashik,422207,0,1,0
31-12-2025,Maharashtra,Nashik,422210,4,1,0
31-12-2025,Maharashtra,Nashik,422212,7,5,0
31-12-2025,Maharashtra,Nashik,422401,1,1,0
31-12-2025,Maharashtra,Nashik,423106,4,2,0
31-12-2025,Maharashtra,Nashik,423206,1,1,0
31-12-2025,Maharashtra,Nashik,423213,2,0,0
31-12-2025,Maharashtra,Nashik,423501,5,1,0
31-12-2025,Maharashtra,Nashik,423502,4,3,0
03-01-2026,Maharashtra,Nashik,422010,0,3,0
03-01-2026,Maharashtra,Nashik,422209,1,0,0
03-01-2026,Maharashtra,Nashik,423204,0,1,0
02-01-2026,Maharashtra,Nashik,422007,6,2,1
02-01-2026,Maharashtra,Nashik,422009,9,4,0
02-01-2026,Maharashtra,Nashik,422013,5,0,0
02-01-2026,Maharashtra,Nashik,422103,9,1,0
02-01-2026,Maharashtra,Nashik,422104,1,0,0
02-01-2026,Maharashtra,Nashik,422207,1,1,0
02-01-2026,Maharashtra,Nashik,422208,15,2,0
02-01-2026,Maharashtra,Nashik,422211,3,1,0
02-01-2026,Maharashtra,Nashik,422301,0,1,0
02-01-2026,Maharashtra,Nashik,422303,5,0,0
02-01-2026,Maharashtra,Nashik,422304,1,0,0
02-01-2026,Maharashtra,Nashik,422306,4,1,0
02-01-2026,Maharashtra,Nashik,422403,17,3,0
02-01-2026,Maharashtra,Nashik,423212,3,3,0
02-01-2026,Maharashtra,Nashik,423502,3,2,0
09-06-2025,Maharashtra,Nashik,422010,3,6,0
09-06-2025,Maharashtra,Nashik,422012,2,2,0
09-06-2025,Maharashtra,Nashik,422103,10,3,0
09-06-2025,Maharashtra,Nashik,422202,9,1,0
09-06-2025,Maharashtra,Nashik,422205,1,1,0
09-06-2025,Maharashtra,Nashik,422303,1,3,1
09-06-2025,Maharashtra,Nashik,422502,6,0,0
09-06-2025,Maharashtra,Nashik,422606,5,0,0
09-06-2025,Maharashtra,Nashik,423104,7,5,0
09-06-2025,Maharashtra,Nashik,423106,21,7,0
09-06-2025,Maharashtra,Nashik,423204,2,1,0
09-06-2025,Maharashtra,Nashik,423205,1,1,0
09-06-2025,Maharashtra,Nashik,423212,1,4,0
09-06-2025,Maharashtra,Nashik,423401,3,3,0
09-06-2025,Maharashtra,Nashik,424109,1,1,0
10-06-2025,Maharashtra,Nashik,422011,1,3,0
10-06-2025,Maharashtra,Nashik,422102,2,1,0
10-06-2025,Maharashtra,Nashik,422202,4,0,0
10-06-2025,Maharashtra,Nashik,422212,0,2,0
10-06-2025,Maharashtra,Nashik,422305,3,0,0
10-06-2025,Maharashtra,Nashik,422306,3,0,0
10-06-2025,Maharashtra,Nashik,422401,0,2,0
10-06-2025,Maharashtra,Nashik,422402,8,2,0
10-06-2025,Maharashtra,Nashik,422403,6,1,0
10-06-2025,Maharashtra,Nashik,423101,4,2,0
10-06-2025,Maharashtra,Nashik,423102,3,3,0
10-06-2025,Maharashtra,Nashik,423201,7,9,1
10-06-2025,Maharashtra,Nashik,423302,2,2,0
10-06-2025,Maharashtra,Nashik,423401,3,5,0
11-06-2025,Maharashtra,Nashik,422001,1,2,0
11-06-2025,Maharashtra,Nashik,422007,14,2,0
11-06-2025,Maharashtra,Nashik,422104,0,1,0
11-06-2025,Maharashtra,Nashik,422203,3,2,0
11-06-2025,Maharashtra,Nashik,422207,0,1,0
11-06-2025,Maharashtra,Nashik,422209,1,1,0
11-06-2025,Maharashtra,Nashik,422211,5,3,0
11-06-2025,Maharashtra,Nashik,422304,1,0,0
11-06-2025,Maharashtra,Nashik,422403,10,4,0
11-06-2025,Maharashtra,Nashik,423110,1,1,0
11-06-2025,Maharashtra,Nashik,423202,2,1,0
11-06-2025,Maharashtra,Nashik,423203,19,30,0
11-06-2025,Maharashtra,Nashik,423402,2,1,0
12-06-2025,Maharashtra,Nashik,422001,6,1,0
12-06-2025,Maharashtra,Nashik,422006,2,3,0
12-06-2025,Maharashtra,Nashik,422102,2,0,0
12-06-2025,Maharashtra,Nashik,422112,1,0,0
12-06-2025,Maharashtra,Nashik,422210,2,0,0
12-06-2025,Maharashtra,Nashik,422211,6,2,0
12-06-2025,Maharashtra,Nashik,422302,2,0,0
12-06-2025,Maharashtra,Nashik,422305,1,1,0
12-06-2025,Maharashtra,Nashik,423102,4,2,0
12-06-2025,Maharashtra,Nashik,423105,4,3,0
12-06-2025,Maharashtra,Nashik,423108,3,0,0
12-06-2025,Maharashtra,Nashik,423201,2,1,0
12-06-2025,Maharashtra,Nashik,423205,0,1,0
12-06-2025,Maharashtra,Nashik,423206,1,2,0
13-06-2025,Maharashtra,Nashik,422007,3,0,0
13-06-2025,Maharashtra,Nashik,422202,10,1,0
13-06-2025,Maharashtra,Nashik,422204,0,1,0
13-06-2025,Maharashtra,Nashik,422210,1,0,0
13-06-2025,Maharashtra,Nashik,422303,1,0,0
13-06-2025,Maharashtra,Nashik,422305,1,1,0
13-06-2025,Maharashtra,Nashik,422402,6,1,0
13-06-2025,Maharashtra,Nashik,422502,2,2,0
13-06-2025,Maharashtra,Nashik,423106,14,8,0
13-06-2025,Maharashtra,Nashik,423202,0,1,0
13-06-2025,Maharashtra,Nashik,423301,5,2,0
13-06-2025,Maharashtra,Nashik,423402,2,0,0
15-06-2025,Maharashtra,Nashik,423502,1,0,0
16-06-2025,Maharashtra,Nashik,422002,0,1,0
16-06-2025,Maharashtra,Nashik,422102,0,2,0
16-06-2025,Maharashtra,Nashik,422105,1,0,0
16-06-2025,Maharashtra,Nashik,422207,1,0,0
16-06-2025,Maharashtra,Nashik,422210,5,0,0
16-06-2025,Maharashtra,Nashik,422215,3,0,0
16-06-2025,Maharashtra,Nashik,422401,2,1,0
16-06-2025,Maharashtra,Nashik,422502,3,3,0
16-06-2025,Maharashtra,Nashik,423111,1,0,0
16-06-2025,Maharashtra,Nashik,423203,25,75,0
16-06-2025,Maharashtra,Nashik,423204,5,2,0
16-06-2025,Maharashtra,Nashik,423403,3,2,0
16-06-2025,Maharashtra,Nashik,423502,4,1,0
17-06-2025,Maharashtra,Nashik,422004,4,3,0
17-06-2025,Maharashtra,Nashik,422010,15,10,0
17-06-2025,Maharashtra,Nashik,422102,9,3,0
17-06-2025,Maharashtra,Nashik,422103,7,11,0
17-06-2025,Maharashtra,Nashik,422203,4,2,0
17-06-2025,Maharashtra,Nashik,422208,6,1,0
17-06-2025,Maharashtra,Nashik,422305,3,3,0
17-06-2025,Maharashtra,Nashik,423203,33,79,0
17-06-2025,Maharashtra,Nashik,423205,0,3,0
17-06-2025,Maharashtra,Nashik,423212,0,1,0
17-06-2025,Maharashtra,Nashik,423302,1,1,0
17-06-2025,Maharashtra,Nashik,423401,8,4,0
17-06-2025,Maharashtra,Nashik,423501,5,2,0
17-06-2025,Maharashtra,Nashik,423502,4,3,0
14-06-2025,Maharashtra,Nashik,422007,2,4,0
14-06-2025,Maharashtra,Nashik,422012,5,2,0
14-06-2025,Maharashtra,Nashik,422101,4,6,0
14-06-2025,Maharashtra,Nashik,422401,2,1,0
14-06-2025,Maharashtra,Nashik,423105,1,2,0
14-06-2025,Maharashtra,Nashik,423117,1,0,0
14-06-2025,Maharashtra,Nashik,423401,0,1,0
19-06-2025,Maharashtra,Nashik,422004,1,1,0
19-06-2025,Maharashtra,Nashik,422011,1,0,0
19-06-2025,Maharashtra,Nashik,422102,1,0,0
19-06-2025,Maharashtra,Nashik,422104,0,1,0
19-06-2025,Maharashtra,Nashik,422203,1,1,0
19-06-2025,Maharashtra,Nashik,422205,1,0,0
19-06-2025,Maharashtra,Nashik,422211,0,1,0
19-06-2025,Maharashtra,Nashik,422215,1,1,0
19-06-2025,Maharashtra,Nashik,422403,2,1,0
19-06-2025,Maharashtra,Nashik,423106,11,9,0
19-06-2025,Maharashtra,Nashik,423201,2,0,0
19-06-2025,Maharashtra,Nashik,423208,1,1,0
19-06-2025,Maharashtra,Nashik,423212,2,2,0
19-06-2025,Maharashtra,Nashik,423401,9,6,0
19-06-2025,Maharashtra,Nashik,423501,5,3,0
19-06-2025,Maharashtra,Nashik,423502,5,1,0
18-06-2025,Maharashtra,Nashik,422007,3,2,0
18-06-2025,Maharashtra,Nashik,422010,2,4,1
18-06-2025,Maharashtra,Nashik,422011,1,0,0
18-06-2025,Maharashtra,Nashik,422103,14,6,0
18-06-2025,Maharashtra,Nashik,422104,3,0,0
18-06-2025,Maharashtra,Nashik,422203,2,1,0
18-06-2025,Maharashtra,Nashik,422209,0,3,0
18-06-2025,Maharashtra,Nashik,422401,1,1,0
18-06-2025,Maharashtra,Nashik,422402,5,1,0
18-06-2025,Maharashtra,Nashik,423104,3,7,0
18-06-2025,Maharashtra,Nashik,423303,1,0,0
01-05-2025,Maharashtra,Nashik,423401,97,14,45
01-07-2025,Maharashtra,Nashik,422303,82,33,13
01-09-2025,Maharashtra,Nashik,422103,11,1,0
01-09-2025,Maharashtra,Nashik,422201,0,1,0
01-09-2025,Maharashtra,Nashik,422211,7,2,0
01-09-2025,Maharashtra,Nashik,422402,4,0,0
01-09-2025,Maharashtra,Nashik,422502,4,0,0
01-09-2025,Maharashtra,Nashik,422606,4,0,0
01-09-2025,Maharashtra,Nashik,423204,5,1,0
01-09-2025,Maharashtra,Nashik,423205,6,1,0
01-09-2025,Maharashtra,Nashik,423206,5,1,0
01-09-2025,Maharashtra,Nashik,423301,20,13,0
01-09-2025,Maharashtra,Nashik,423402,2,0,0
01-09-2025,Maharashtra,Nashik,423403,1,0,0
03-09-2025,Maharashtra,Nashik,422002,1,1,0
03-09-2025,Maharashtra,Nashik,422010,4,3,0
03-09-2025,Maharashtra,Nashik,422011,5,0,0
03-09-2025,Maharashtra,Nashik,422202,3,1,0
03-09-2025,Maharashtra,Nashik,422207,1,0,0
03-09-2025,Maharashtra,Nashik,422209,1,2,0
03-09-2025,Maharashtra,Nashik,422210,0,3,0
03-09-2025,Maharashtra,Nashik,423201,8,1,0
03-09-2025,Maharashtra,Nashik,423302,5,2,0
02-09-2025,Maharashtra,Nashik,422009,8,1,0
02-09-2025,Maharashtra,Nashik,422208,5,4,0
02-09-2025,Maharashtra,Nashik,422213,1,0,0
02-09-2025,Maharashtra,Nashik,422401,3,0,0
02-09-2025,Maharashtra,Nashik,422606,1,1,0
02-09-2025,Maharashtra,Nashik,423102,4,2,0
02-09-2025,Maharashtra,Nashik,423105,7,2,0
02-09-2025,Maharashtra,Nashik,423202,1,0,0
02-09-2025,Maharashtra,Nashik,423203,40,29,0
02-09-2025,Maharashtra,Nashik,423206,4,2,0
02-09-2025,Maharashtra,Nashik,423403,2,3,0
04-09-2025,Maharashtra,Nashik,422009,3,1,0
04-09-2025,Maharashtra,Nashik,422012,1,0,0
04-09-2025,Maharashtra,Nashik,422013,3,0,0
04-09-2025,Maharashtra,Nashik,422102,2,0,0
04-09-2025,Maharashtra,Nashik,422502,2,1,0
04-09-2025,Maharashtra,Nashik,422606,2,0,0
04-09-2025,Maharashtra,Nashik,423105,2,4,1
04-09-2025,Maharashtra,Nashik,423117,0,1,0
04-09-2025,Maharashtra,Nashik,423303,3,0,0
04-09-2025,Maharashtra,Nashik,423401,4,3,0
04-09-2025,Maharashtra,Nashik,423403,4,1,0
04-09-2025,Maharashtra,Nashik,424109,0,1,0
07-09-2025,Maharashtra,Nashik,422001,1,0,0
07-09-2025,Maharashtra,Nashik,422006,1,1,0
07-09-2025,Maharashtra,Nashik,422007,1,1,0
05-09-2025,Maharashtra,Nashik,422010,0,1,0
05-09-2025,Maharashtra,Nashik,422011,3,0,0
06-09-2025,Maharashtra,Nashik,422009,1,0,0
06-09-2025,Maharashtra,Nashik,423104,1,1,0
06-09-2025,Maharashtra,Nashik,423303,0,1,0
08-09-2025,Maharashtra,Nashik,422011,1,0,0
08-09-2025,Maharashtra,Nashik,422012,1,1,0
08-09-2025,Maharashtra,Nashik,422206,3,0,0
08-09-2025,Maharashtra,Nashik,422210,0,3,0
08-09-2025,Maharashtra,Nashik,422303,3,2,0
08-09-2025,Maharashtra,Nashik,422403,12,2,0
08-09-2025,Maharashtra,Nashik,422502,5,1,0
08-09-2025,Maharashtra,Nashik,423108,2,1,0
08-09-2025,Maharashtra,Nashik,423201,2,0,1
08-09-2025,Maharashtra,Nashik,423206,4,4,0
09-09-2025,Maharashtra,Nashik,422009,7,4,0
09-09-2025,Maharashtra,Nashik,422104,2,2,0
09-09-2025,Maharashtra,Nashik,422201,2,0,0
09-09-2025,Maharashtra,Nashik,422202,6,0,0
09-09-2025,Maharashtra,Nashik,422212,0,2,0
09-09-2025,Maharashtra,Nashik,422215,1,0,0
09-09-2025,Maharashtra,Nashik,422304,1,2,0
09-09-2025,Maharashtra,Nashik,423111,1,0,0
09-09-2025,Maharashtra,Nashik,423202,1,1,0
09-09-2025,Maharashtra,Nashik,423203,25,24,0
09-09-2025,Maharashtra,Nashik,423204,2,0,0
09-09-2025,Maharashtra,Nashik,423205,1,1,0
09-09-2025,Maharashtra,Nashik,423208,3,0,0
09-09-2025,Maharashtra,Nashik,423212,2,0,0
09-09-2025,Maharashtra,Nashik,423401,8,4,0
09-09-2025,Maharashtra,Nashik,423402,1,1,0
09-09-2025,Maharashtra,Nashik,424109,1,1,0
10-09-2025,Maharashtra,Nashik,422002,1,0,0
10-09-2025,Maharashtra,Nashik,422004,3,1,0
10-09-2025,Maharashtra,Nashik,422007,8,0,0
10-09-2025,Maharashtra,Nashik,422012,2,2,0
10-09-2025,Maharashtra,Nashik,422102,1,2,0
10-09-2025,Maharashtra,Nashik,422203,1,0,0
10-09-2025,Maharashtra,Nashik,422204,1,0,0
10-09-2025,Maharashtra,Nashik,422303,1,0,0
10-09-2025,Maharashtra,Nashik,422403,12,5,0
10-09-2025,Maharashtra,Nashik,422502,1,2,0
10-09-2025,Maharashtra,Nashik,422606,2,0,0
10-09-2025,Maharashtra,Nashik,423101,4,0,0
10-09-2025,Maharashtra,Nashik,423111,2,0,0
10-09-2025,Maharashtra,Nashik,423204,7,4,0
10-09-2025,Maharashtra,Nashik,423205,4,1,0
10-09-2025,Maharashtra,Nashik,423212,5,0,0
10-09-2025,Maharashtra,Nashik,423213,1,2,0
10-09-2025,Maharashtra,Nashik,423302,4,0,0
12-09-2025,Maharashtra,Nashik,422007,13,3,0
12-09-2025,Maharashtra,Nashik,422010,3,4,0
12-09-2025,Maharashtra,Nashik,422011,0,2,0
12-09-2025,Maharashtra,Nashik,422012,2,4,0
12-09-2025,Maharashtra,Nashik,422210,1,1,0
12-09-2025,Maharashtra,Nashik,422215,3,0,0
12-09-2025,Maharashtra,Nashik,422302,1,0,0
12-09-2025,Maharashtra,Nashik,422403,10,1,0
12-09-2025,Maharashtra,Nashik,423101,6,0,0
12-09-2025,Maharashtra,Nashik,423208,3,0,0
12-09-2025,Maharashtra,Nashik,423212,8,3,1
12-09-2025,Maharashtra,Nashik,423213,2,0,0
12-09-2025,Maharashtra,Nashik,423303,2,0,0
12-09-2025,Maharashtra,Nashik,423401,8,7,0
12-09-2025,Maharashtra,Nashik,423403,2,1,0
12-09-2025,Maharashtra,Nashik,423501,5,5,0
11-09-2025,Maharashtra,Nashik,422002,1,0,0
